SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS
Pachycephala griseonota,Drab Whistler,drawhi1,19545,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala griseonota lineolata,Drab Whistler (Peleng),drawhi4,19546,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1
Pachycephala griseonota cinerascens,Drab Whistler (Halmahera),drawhi5,19547,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1
Pachycephala griseonota examinata,Drab Whistler (Buru),drawhi6,19548,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1
Pachycephala griseonota griseonota,Drab Whistler (Seram),drawhi7,19549,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1
Pachycephala griseonota kuehni,Drab Whistler (Kai),drawhi8,19550,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1
Pachycephala griseonota johni,Drab Whistler (Cinnamon-breasted),drawhi3,19551,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,drawhi1
Pachycephala leucogastra,White-bellied Whistler,whbwhi1,19552,PALE,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala leucogastra leucogastra,White-bellied Whistler (Papuan),whbwhi3,19553,PALE,,Passeriformes,Whistlers and Allies,Pachycephalidae,whbwhi1
Pachycephala leucogastra meeki,White-bellied Whistler (Rossel),whbwhi4,19554,PALE,,Passeriformes,Whistlers and Allies,Pachycephalidae,whbwhi1
Pachycephala monacha,Black-headed Whistler,blhwhi1,19555,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala rufiventris,Rufous Whistler,rufwhi1,19558,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala rufiventris [rufiventris Group],Rufous Whistler (Australian),rufwhi7,19559,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,rufwhi1
Pachycephala rufiventris xanthetraea,Rufous Whistler (Grand Terre),rufwhi6,19564,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,rufwhi1
Pachycephala lanioides,White-breasted Whistler,whbwhi2,19565,PALA,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pachycephala sp.,Pachycephala sp.,pachyc1,19569,,,Passeriformes,Whistlers and Allies,Pachycephalidae,
Pitohui dichrous,Hooded Pitohui,hoopit1,19571,PIDI,,Passeriformes,Old World Orioles,Oriolidae,
Pitohui cerviniventris,Raja Ampat Pitohui,varpit4,19574,PICE,,Passeriformes,Old World Orioles,Oriolidae,
Pitohui kirhocephalus,Northern Variable Pitohui,varpit2,19577,PIKI,,Passeriformes,Old World Orioles,Oriolidae,
Pitohui kirhocephalus [kirhocephalus Group],Northern Variable Pitohui (Northwestern),novpit10,19578,PIKI,,Passeriformes,Old World Orioles,Oriolidae,varpit2
Pitohui kirhocephalus brunneicaudus,Northern Variable Pitohui (Sepik-Ramu),novpit9,19582,PIKI,,Passeriformes,Old World Orioles,Oriolidae,varpit2
Pitohui kirhocephalus decipiens,Northern Variable Pitohui (Onin),novpit1,19583,PIKI,,Passeriformes,Old World Orioles,Oriolidae,varpit2
Pitohui kirhocephalus rubiensis/dohertyi,Northern Variable Pitohui (Wandammen),novpit11,19584,PIKI,,Passeriformes,Old World Orioles,Oriolidae,varpit2
Pitohui kirhocephalus jobiensis,Northern Variable Pitohui (Yapen),novpit6,19587,PIKI,,Passeriformes,Old World Orioles,Oriolidae,varpit2
Pitohui kirhocephalus brunneivertex,Northern Variable Pitohui (Geelvink),novpit5,19588,PIKI,,Passeriformes,Old World Orioles,Oriolidae,varpit2
Pitohui uropygialis,Southern Variable Pitohui,varpit3,19589,PIUR,,Passeriformes,Old World Orioles,Oriolidae,
Pitohui uropygialis uropygialis,Southern Variable Pitohui (Misool),sovpit1,19590,PIUR,,Passeriformes,Old World Orioles,Oriolidae,varpit3
Pitohui uropygialis aruensis/nigripectus,Southern Variable Pitohui (Mimika),sovpit6,19591,PIUR,,Passeriformes,Old World Orioles,Oriolidae,varpit3
Pitohui uropygialis brunneiceps,Southern Variable Pitohui (Brown-headed),sovpit4,19594,PIUR,,Passeriformes,Old World Orioles,Oriolidae,varpit3
Pitohui uropygialis meridionalis,Southern Variable Pitohui (Southeastern),sovpit5,19595,PIUR,,Passeriformes,Old World Orioles,Oriolidae,varpit3
Pitohui kirhocephalus/uropygialis,Northern/Southern Variable Pitohui,y01147,19596,PIKI PIUR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus melanotis,Timor Oriole,timori1,19597,ORME,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus finschi,Wetar Oriole,timori3,19598,ORFI,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus bouroensis,Buru Oriole,burori2,19599,ORBO,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus decipiens,Tanimbar Oriole,burori3,19600,ORDE,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus forsteni,Seram Oriole,serori1,19601,ORFO,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus phaeochromus,Halmahera Oriole,halori1,19602,ORPH,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus szalayi,Brown Oriole,broori1,19603,ORSZ,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus sagittatus,Olive-backed Oriole,olbori1,19604,ORSA,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus flavocinctus,Green Oriole,greori1,19609,ORFL,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus xanthonotus,Dark-throated Oriole,datori1,19614,ORXA,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus consobrinus,Ventriloquial Oriole,datori7,19617,ORCO,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus albiloris,White-lored Oriole,whlori1,19620,ORAL,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus steerii,Philippine Oriole,phiori1,19621,ORST,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus steerii [steerii Group],Philippine Oriole (Mindanao),phiori7,19622,ORST,,Passeriformes,Old World Orioles,Oriolidae,phiori1
Oriolus steerii assimilis,Philippine Oriole (Cebu),phiori5,19626,ORST,,Passeriformes,Old World Orioles,Oriolidae,phiori1
Oriolus steerii cinereogenys,Philippine Oriole (Sulu),phiori6,19627,ORST,,Passeriformes,Old World Orioles,Oriolidae,phiori1
Oriolus isabellae,Isabela Oriole,isaori1,19628,ORIS,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus oriolus,Eurasian Golden Oriole,eugori2,19629,OROR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus kundoo,Indian Golden Oriole,ingori1,19630,ORKU,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus oriolus/kundoo,Eurasian/Indian Golden Oriole,y00691,19631,ORKU OROR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus auratus,African Golden Oriole,afgori2,19632,ORAU,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus oriolus/auratus,Eurasian/African Golden Oriole,y01041,19635,ORAU OROR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus chinensis,Black-naped Oriole,blnori1,19636,ORCH,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus chinensis diffusus,Black-naped Oriole (East Asian),bknori1,19637,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1
Oriolus chinensis [maculatus Group],Black-naped Oriole (Sunda),bknori2,19638,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1
Oriolus chinensis [chinensis Group],Black-naped Oriole (Philippine),bknori4,19647,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1
Oriolus chinensis melanisticus,Black-naped Oriole (Talaud),bknori6,19651,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1
Oriolus chinensis [frontalis Group],Black-naped Oriole (Sulawesi),bknori5,19652,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1
Oriolus chinensis broderipi/boneratensis,Black-naped Oriole (Tenggara),bknori7,19657,ORCH,,Passeriformes,Old World Orioles,Oriolidae,blnori1
Oriolus kundoo/chinensis,Indian Golden/Black-naped Oriole,y00800,19660,ORKU ORCH,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus tenuirostris,Slender-billed Oriole,slbori1,19661,ORTE,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus chlorocephalus,Green-headed Oriole,grhori1,19664,ORCH,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus chlorocephalus chlorocephalus/amani,Green-headed Oriole (Green-headed),gnhori1,19665,ORCH,,Passeriformes,Old World Orioles,Oriolidae,grhori1
Oriolus chlorocephalus speculifer,Green-headed Oriole (Gorongosa),gnhori2,19668,ORCH,,Passeriformes,Old World Orioles,Oriolidae,grhori1
Oriolus crassirostris,Sao Tome Oriole,satori1,19669,ORCR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus brachyrynchus,Western Black-headed Oriole,wbhori1,19670,ORBR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,19673,ORMO,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus larvatus,African Black-headed Oriole,abhori1,19676,ORLA,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus percivali,Black-tailed Oriole,bltori1,19683,ORPE,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus nigripennis,Black-winged Oriole,blwori1,19684,ORNI,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus xanthornus,Black-hooded Oriole,blhori1,19685,ORXA,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus hosii,Black Oriole,blaori1,19691,ORHO,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus consanguineus,Black-and-crimson Oriole,bacori1,19692,ORCO,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus cruentus,Javan Oriole,bacori3,19696,ORCR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus traillii,Maroon Oriole,marori2,19697,ORTR,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus traillii traillii/robinsoni,Maroon Oriole (Maroon),marori7,19698,ORTR,,Passeriformes,Old World Orioles,Oriolidae,marori2
Oriolus traillii ardens/nigellicauda,Maroon Oriole (Crimson),marori8,19701,ORTR,,Passeriformes,Old World Orioles,Oriolidae,marori2
Oriolus mellianus,Silver Oriole,silori1,19704,ORME,,Passeriformes,Old World Orioles,Oriolidae,
Oriolus sp.,old world oriole sp.,oriolu1,19705,,,Passeriformes,Old World Orioles,Oriolidae,
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,19706,SPHY,,Passeriformes,Old World Orioles,Oriolidae,
Sphecotheres viridis,Green Figbird,grnfig1,19707,SPVI,,Passeriformes,Old World Orioles,Oriolidae,
Sphecotheres vieilloti,Australasian Figbird,ausfig1,19708,SPVI,,Passeriformes,Old World Orioles,Oriolidae,
Sphecotheres vieilloti cucullatus,Australasian Figbird (Kai),ausfig2,19709,SPVI,,Passeriformes,Old World Orioles,Oriolidae,ausfig1
Sphecotheres vieilloti flaviventris/ashbyi,Australasian Figbird (Yellow),ausfig7,19710,SPVI,,Passeriformes,Old World Orioles,Oriolidae,ausfig1
Sphecotheres vieilloti salvadorii,Australasian Figbird (Papuan),ausfig3,19713,SPVI,,Passeriformes,Old World Orioles,Oriolidae,ausfig1
Sphecotheres vieilloti vieilloti,Australasian Figbird (Green),ausfig6,19714,SPVI,,Passeriformes,Old World Orioles,Oriolidae,ausfig1
Turnagra tanagra,North Island Piopio,noipio1,19715,TUTA,,Passeriformes,Old World Orioles,Oriolidae,
Turnagra capensis,South Island Piopio,soipio1,19716,TUCA,,Passeriformes,Old World Orioles,Oriolidae,
Machaerirhynchus nigripectus,Black-breasted Boatbill,blbboa1,19720,MANI,,Passeriformes,Boatbills,Machaerirhynchidae,
Machaerirhynchus flaviventer,Yellow-breasted Boatbill,yebboa1,19724,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,
Machaerirhynchus flaviventer albifrons,Yellow-breasted Boatbill (Waigeo),yebboa2,19725,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,yebboa1
Machaerirhynchus flaviventer novus/albigula,Yellow-breasted Boatbill (White-browed),yebboa8,19726,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,yebboa1
Machaerirhynchus flaviventer xanthogenys,Yellow-breasted Boatbill (Yellow-faced),yebboa5,19729,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,yebboa1
Machaerirhynchus flaviventer flaviventer/secundus,Yellow-breasted Boatbill (Black-cheeked),yebboa9,19730,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,yebboa1
Artamus fuscus,Ashy Woodswallow,ashwoo2,19734,ARFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus mentalis,Fiji Woodswallow,fijwoo1,19735,ARME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus monachus,Ivory-backed Woodswallow,whbwoo8,19736,ARMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus maximus,Great Woodswallow,grewoo1,19737,ARMA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus leucorynchus,White-breasted Woodswallow,whbwoo4,19738,ARLE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus insignis,Bismarck Woodswallow,biswoo1,19748,ARIN,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus personatus,Masked Woodswallow,maswoo1,19749,ARPE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus superciliosus,White-browed Woodswallow,whbwoo5,19750,ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus personatus x superciliosus,Masked x White-browed Woodswallow (hybrid),x00962,19751,ARPE ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus personatus/superciliosus,Masked/White-browed Woodswallow,y01039,19752,ARPE ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus cinereus,Black-faced Woodswallow,blfwoo1,19753,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus cinereus normani/inkermani,Black-faced Woodswallow (White-vented),bkfwoo1,19754,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,blfwoo1
Artamus cinereus [cinereus Group],Black-faced Woodswallow (Black-vented),bkfwoo2,19757,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,blfwoo1
Artamus cyanopterus,Dusky Woodswallow,duswoo1,19761,ARCY,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus minor,Little Woodswallow,litwoo4,19764,ARMI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Artamus sp.,woodswallow sp.,woodsw1,19767,,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Peltops montanus,Mountain Peltops,moupel1,19768,PEMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Peltops blainvillii,Lowland Peltops,lowpel1,19769,PEBL,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Cracticus mentalis,Black-backed Butcherbird,blbbut1,19770,CRME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Cracticus torquatus,Gray Butcherbird,grybut1,19773,CRTO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Cracticus argenteus,Silver-backed Butcherbird,sibbut1,19777,CRAR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Cracticus cassicus,Hooded Butcherbird,hoobut1,19780,CRCA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Cracticus louisiadensis,Tagula Butcherbird,tagbut1,19783,CRLO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Cracticus nigrogularis,Pied Butcherbird,piebut1,19784,CRNI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Melloria quoyi,Black Butcherbird,blabut1,19787,MEQU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Gymnorhina tibicen,Australian Magpie,ausmag2,19793,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Gymnorhina tibicen papuana,Australian Magpie (Papuan),ausmag1,19794,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2
Gymnorhina tibicen [tibicen Group],Australian Magpie (Black-backed),ausmag3,19795,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2
Gymnorhina tibicen dorsalis,Australian Magpie (Western),ausmag6,19800,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2
Gymnorhina tibicen [tibicen Group] x dorsalis,Australian Magpie (Black-backed x Western),ausmag4,19801,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2
Gymnorhina tibicen telonocua/tyrannica,Australian Magpie (White-backed),ausmag7,19802,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2
Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica,Australian Magpie (Black-backed x White-backed),ausmag5,19805,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2
Gymnorhina tibicen hypoleuca,Australian Magpie (Tasmanian),ausmag8,19806,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,ausmag2
Strepera graculina,Pied Currawong,piecur1,19807,STGR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Strepera fuliginosa,Black Currawong,blacur2,19814,STFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Strepera versicolor,Gray Currawong,grycur1,19818,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Strepera versicolor versicolor/plumbea,Gray Currawong (Gray),grycur2,19819,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1
Strepera versicolor arguta,Gray Currawong (Clinking),grycur3,19822,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1
Strepera versicolor melanoptera,Gray Currawong (Black-winged),grycur4,19823,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1
Strepera versicolor intermedia,Gray Currawong (Brown),grycur5,19824,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1
Strepera versicolor halmaturina,Gray Currawong (Kangaroo I.),grycur6,19825,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,grycur1
Strepera sp.,currawong sp.,curraw1,19826,,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,
Rhagologus leucostigma,Mottled Berryhunter,motwhi1,19828,RHLE,,Passeriformes,Mottled Berryhunter,Rhagologidae,
Lanioturdus torquatus,White-tailed Shrike,whtshr1,19833,LATO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Dyaphorophyia castanea,Chestnut Wattle-eye,chweye1,19834,DYCA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Dyaphorophyia hormophora,West African Wattle-eye,weawae1,19835,DYHO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Dyaphorophyia tonsa,White-spotted Wattle-eye,wsweye1,19836,DYTO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira cyanea,Brown-throated Wattle-eye,btweye2,19837,PLCY,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira albifrons,White-fronted Wattle-eye,wfweye1,19841,PLAL,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira peltata,Black-throated Wattle-eye,btweye1,19842,PLPE,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira laticincta,Banded Wattle-eye,baweye1,19846,PLLA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira blissetti,Red-cheeked Wattle-eye,rcweye1,19847,PLBL,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira chalybea,Black-necked Wattle-eye,bnweye1,19848,PLCH,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira jamesoni,Jameson's Wattle-eye,jaweye1,19849,PLJA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira concreta,Yellow-bellied Wattle-eye,ybweye1,19850,PLCO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Platysteira concreta concreta,Yellow-bellied Wattle-eye (West African),yebwae1,19851,PLCO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,ybweye1
Platysteira concreta ansorgei,Yellow-bellied Wattle-eye (Angola),yebwae2,19852,PLCO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,ybweye1
Platysteira concreta graueri,Yellow-bellied Wattle-eye (Central African),yebwae3,19853,PLCO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,ybweye1
Platysteira concreta kungwensis,Yellow-bellied Wattle-eye (Kungwe),yebwae4,19854,PLCO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,ybweye1
Platysteira sp.,wattle-eye sp.,wattle2,19855,,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Batis margaritae,Boulton's Batis,boubat1,19856,BAMA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Batis margaritae margaritae,Boulton's Batis (Angola),boubat2,19857,BAMA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,boubat1
Batis margaritae kathleenae,Boulton's Batis (Eastern),boubat3,19858,BAMA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,boubat1
Batis mixta,Short-tailed Batis,shtbat1,19859,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Batis mixta mixta,Short-tailed Batis (Short-tailed),shtbat2,19860,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,shtbat1
Batis mixta reichenowi,Short-tailed Batis (Reichenow's),shtbat3,19861,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,shtbat1
Batis crypta,Dark Batis,darbat1,19862,BACR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Batis diops,Rwenzori Batis,ruwbat1,19863,BADI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Batis capensis,Cape Batis,capbat10,19864,BACA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
Batis capensis [erythrophthalma Group],Cape Batis (Gray-mantled),capbat3,19865,BACA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,capbat10
Batis capensis capensis,Cape Batis (Cape),capbat4,19869,BACA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,capbat10
Batis dimorpha,Malawi Batis,capbat2,19870,BADI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,
